0,3514,client5
0,3515,client4
0,3526,client6
0,3542,client8
0,3698,client9
0,3699,client3
0,3724,client2
0,4450,client7
0,11135,client10
0,12113,client
1,9543,client10
1,9723,client3
1,9724,client8
1,9726,client9
1,9727,client7
1,9730,client5
1,9731,client6
1,9734,client4
1,11888,client2
1,12675,client
2,8124,client4
2,8144,client5
2,8144,client7
2,8145,client6
2,9390,client8
2,9397,client3
2,9408,client9
2,11337,client10
2,11688,client
2,12112,client2
3,8531,client4
3,8531,client10
3,8534,client
3,8535,client2
3,8536,client5
3,8538,client3
3,8544,client7
3,8549,client9
3,11111,client6
3,11419,client8
4,7900,client9
4,7904,client2
4,7903,client5
4,7903,client10
4,7906,client4
4,7906,client8
4,7920,client3
4,7919,client6
4,7923,client
4,11973,client7
5,8478,client6
5,8498,client5
5,9077,client
5,9077,client4
5,9080,client10
5,9088,client7
5,9091,client9
5,12058,client2
5,12270,client8
5,12303,client3
6,8191,client4
6,10871,client6
6,10872,client2
6,10873,client3
6,10939,client
6,11089,client10
6,11090,client5
6,11090,client8
6,11970,client9
6,11995,client7
7,11575,client
7,11592,client10
7,11596,client5
7,11599,client7
7,11643,client3
7,11995,client6
7,12061,client2
7,12156,client8
7,12721,client9
7,13216,client4
8,10460,client9
8,10469,client10
8,10643,client7
8,10645,client8
8,10649,client2
8,10649,client5
8,10665,client3
8,10969,client6
8,12084,client4
8,12718,client
9,9898,client3
9,10063,client10
9,10078,client4
9,10077,client5
9,10078,client6
9,10081,client9
9,10126,client
9,10191,client8
9,11909,client7
9,12274,client2
10,9604,client9
10,9751,client8
10,10596,client10
10,11156,client
10,11352,client2
10,11355,client6
10,11359,client3
10,11362,client7
10,11377,client4
10,11800,client5
11,24506,client
11,24563,client3
11,25266,client9
11,25293,client6
11,25334,client10
11,25582,client2
11,25764,client5
11,26172,client7
11,26228,client8
11,28976,client4
12,9468,client10
12,9652,client2
12,10575,client3
12,11103,client5
12,12148,client4
12,12237,client8
12,12279,client7
12,12342,client6
12,12363,client9
12,12369,client
13,19669,client3
13,20214,client8
13,24545,client2
13,24598,client7
13,25190,client
13,25459,client6
13,25603,client9
13,25786,client10
13,25969,client5
13,28933,client4
14,9409,client3
14,9410,client2
14,9418,client
14,9420,client9
14,9488,client6
14,11040,client7
14,12085,client8
14,12170,client4
14,12194,client10
14,12423,client5
15,13024,client2
15,13207,client9
15,13263,client5
15,13292,client8
15,13316,client6
15,13358,client
15,13421,client10
15,13611,client4
15,14111,client3
15,14542,client7
16,13317,client2
16,13320,client7
16,13595,client9
16,13826,client3
16,13964,client4
16,14099,client8
16,14413,client
16,14413,client6
16,15487,client10
16,15660,client5
17,12799,client6
17,12916,client3
17,13057,client8
17,13335,client
17,13393,client4
17,13406,client7
17,13456,client5
17,13590,client10
17,13643,client2
17,14082,client9
18,9274,client
18,9311,client8
18,11590,client2
18,11595,client9
18,11656,client6
18,11786,client10
18,11958,client3
18,12066,client4
18,12365,client7
18,13144,client5
19,16605,client7
19,16780,client5
19,16798,client6
19,17265,client8
19,17273,client9
19,17369,client3
19,17757,client2
19,17793,client4
19,18436,client
19,19081,client10
